,Inc_10,Inc_20,Lookback
34,0.5225535234837937,0.3537775893332186,6.323181769898123
35,0.44908453130129466,0.4006389105760154,6.296819541234349
36,0.5824796599845569,0.35652230431220533,6.257021370782392
37,0.475403789386681,0.3762695238157177,6.198067183682968
38,0.597261153506643,0.4369618733785424,6.166826674452982
39,0.4502416417456844,0.33032334479448766,6.133891202463207
40,0.585371694708878,0.3551206015881697,6.100719280344513
41,0.4604070451920835,0.34763506175196396,6.067346103953526
42,0.5224074447981851,0.39464893453232325,6.032072868913223
43,0.6499243336368872,0.3495693452301164,5.9948320266449295
44,0.5897560280145024,0.26761557181448387,5.957324003606695
45,0.5977894846703385,0.31597621857805236,5.9365639909968575
46,0.4580743357024799,0.381821448487423,5.894811696137233
47,0.4757631193454634,0.45460937158515746,5.85272746861963
48,0.57058789034785,0.3778628272388099,5.829423163299706
49,0.6057038777071165,0.34951668310139644,5.806019824366869
50,0.49077169962983525,0.4838565716475237,5.758847580686567
51,0.45447823159383893,0.42094051881151584,5.735113676933862
52,0.629754559966427,0.4487377530977512,5.687351268637958
53,0.6607515655206289,0.43096647187562576,5.674282004200253
54,0.5742007335112391,0.4170950501826448,5.63487750476342
55,0.6226041258304482,0.38547193511412947,5.607096887071627
56,0.5645141508995288,0.47962471138238705,5.563197273837341
57,0.5891664589417676,0.46588282184952307,5.532228479342441
58,0.487324561899908,0.43564719250482453,5.499580009312712
59,0.4562908216116164,0.43094912171286237,5.4667717357004335
60,0.436047163487313,0.37699111809644037,5.432045810452904
61,0.4059970652120142,0.34841699991256403,5.395473989249358
62,0.515164730315916,0.3468015648677658,5.377073878453867
63,0.355765943277888,0.374673342044657,5.338220697323426
64,0.5278055242959205,0.32299163563584654,5.297253698952362
65,0.4572473801619588,0.36232993922640777,5.276641111204341
66,0.5123506594875873,0.3484553494622422,5.235158502612744
67,0.43744372474650295,0.3015073129051438,5.214323161439596
68,0.44182893995104017,0.34873427683937347,5.170266337889607
69,0.4557882739863868,0.35144918586091195,5.147046563163453
70,0.44144215018716554,0.2508164139737481,5.100322315894825
71,0.4681388339579135,0.31537376550907265,5.076783952863184
72,0.43690436568567037,0.3200991610152323,5.024693916499314
73,0.43774731411690104,0.33048419613364416,4.9984422681030605
74,0.42321394257391065,0.3611271022701405,4.972098961617661
75,0.45584809995943004,0.2548373275288407,4.945595796763422
76,0.46240588118118825,0.2709865639142584,4.892248159980066
77,0.5031136442187696,0.2967921951657554,4.862669314823597
78,0.3898122081333117,0.3234390073122994,4.8487228759760965
79,0.45867685753666826,0.3345101332069224,4.806664730570148
80,0.4968158396063763,0.26512312798895465,4.778461168590125
81,0.6600669458320225,0.2739446303389334,4.720187077902779
82,0.47484583290333215,0.26734441302856965,4.622237616993765
83,0.4230741619626516,0.24922805716704394,4.577088592204344
84,0.5125862024909854,0.2188131450873978,4.5521323230353365
85,0.53892549410145,0.26561213293179314,4.501814915026364
86,0.5040517245345123,0.28797713767289734,4.48942163564651
87,0.6164293614694679,0.2675061940039363,4.451988877090199
88,0.41326952198495864,0.34475416719167,4.425636673797183
89,0.4172549142896297,0.2988072238470039,4.384017668022734
90,0.4249664605393734,0.29020914246458807,4.356077168016793
91,0.46399974085374507,0.2954666041850498,4.328017673411098
92,0.4169885570910723,0.31051298286833406,4.282832647088027
93,0.43726990328155135,0.3019019562845678,4.251573740401522
94,0.359659369998999,0.26538878864860577,4.218546832503941
95,0.3456327172199736,0.23884495249478993,4.1837560100917885
96,0.43364325097561407,0.26460051244929506,4.166252624258076
97,0.5818328334805559,0.33200019054792834,4.129379642199092
98,0.49157724246438267,0.5144304509213635,4.090517576788267
99,0.7103526821695403,0.3017797745158769,4.051387253346471
100,0.5870402865468375,0.3776548018887686,4.031717654255528
101,0.47651143261937684,0.2304139863569068,3.9921703326700086
102,0.5470902885500157,0.2625542359249112,3.9703123977296446
103,0.4753832289794824,0.2726456554609554,3.9263621640915054
104,0.5892658612730507,0.2635362809662472,3.904236747925157
105,0.6308633093098185,0.24135889815647782,3.8597869359163535
106,0.44677524354909326,0.30066541561338445,3.837429450196413
107,0.49558868284169794,0.2360574769770189,3.79021115421336
108,0.49990976453129055,0.23658244814841994,3.765320039697933
109,0.4837378532648343,0.23753521224291013,3.7403442402838434
110,0.501477832523224,0.20814057609296177,3.6900396490094094
111,0.5488636227350211,0.2079075830963109,3.6647448434540313
112,0.5152711102176775,0.23476265219058406,3.6393332294665535
113,0.5750646693669454,0.22761268164483583,3.611243287317557
114,0.5009319171038461,0.27233173071030425,3.5830408109660965
115,0.42610968279666633,0.30021146342064364,3.5406764130714983
116,0.4934978992858383,0.3020547662684362,3.5122938050100214
117,0.4878584388943818,0.36058500586365544,3.480915262767496
118,0.5540879846586326,0.31258856149845166,3.4493642568072502
119,0.6032329441674541,0.31875935608321726,3.4176414378115427
120,0.6404883656318228,0.26168832827519684,3.384160105599035
121,0.556647185207108,0.2816701125022574,3.3488592409068514
122,0.5265060573553312,0.31864953359639425,3.313394622547607
123,0.5365477448630097,0.33965852653357403,3.2955764075645178
124,0.6386119260254365,0.2553243636324769,3.2597687795980548
125,0.5551027866472001,0.2654838404393117,3.220194766662841
126,0.44061274342665935,0.23665740151850478,3.2002516129970497
127,0.6921263594560094,0.26975919982355057,3.1602677614677805
128,0.5698527074969771,0.21354392736969657,3.1200013903966006
129,0.7294634031784655,0.26629447769586895,3.099787303245713
130,0.5502905794529368,0.24216557543183992,3.032536332071169
131,0.5628487650203007,0.2860220098389989,2.987318142080252
132,0.43764350612989733,0.2530161183091281,2.964568325761885
133,0.4260725910704837,0.24664891328091584,2.9417685863907828
134,0.5927995750785313,0.2481803737556651,2.9044341091206314
135,0.6478227932755505,0.2888282624452773,2.879459068881067
136,0.684307566486591,0.2664533957829794,2.840501774017653
137,0.6153045654595644,0.329858231760735,2.8127777060410555
138,0.454774026787403,0.33374031167978163,2.784817132151856
139,0.46742406158595856,0.2696611334194818,2.7427265610184968
140,0.4309577877964508,0.2799153807307304,2.7117133543835266
141,0.4561620257004926,0.2571093999601131,2.68053568833356
142,0.5540019496054364,0.26966308960657015,2.6491942320886306
143,0.39517081620176353,0.26303740098192907,2.614521529925911
144,0.36642238091744267,0.2600677003309692,2.5970701812222377
145,0.3673568244951799,0.30034715545220847,2.562131922884664
146,0.48822780799463306,0.3043836068477257,2.526974675067546
147,0.39225062658376664,0.3158724147170559,2.4916638430941767
148,0.5174158192494269,0.3515978116281656,2.452533894244416
149,0.5320662131648894,0.30455794570436256,2.432923249867974
150,0.7232190773495808,0.34540102446927934,2.3934185607529006
151,0.6152790454992964,0.2857435707846276,2.3735891273313907
152,0.5558409220899481,0.3391099149722251,2.3337768208667296
153,0.4646170566535608,0.367747613564982,2.3137302192753904
154,0.690989682366013,0.3768994839815229,2.269521171742096
155,0.5765472428354699,0.2663795214733039,2.224930415431526
156,0.6104781494761371,0.20944324720990407,2.2025324624786755
157,0.5713952824914048,0.2793255081809667,2.1800876680884858
158,0.6043772216830975,0.22484159790564986,2.157532515481736
159,0.6076358885330937,0.28965050106165735,2.112219607618881
160,0.5663708165393982,0.26478460848017005,2.087111301115557
161,0.5975599030169712,0.26469551076528314,2.0619610942752065
162,0.6349022124717619,0.2176367141512278,2.0113456725416192
163,0.49267829279429903,0.2309388380354167,1.9603127121682111
164,0.5930251498733246,0.21681632172105386,1.9346405898490333
165,0.4491717832740134,0.23588626797407372,1.883050037737778
166,0.6096114630236078,0.28185701301020566,1.8544850560257515
167,0.5502596722882209,0.25976657444177154,1.8257600052573768
168,0.7999598703650882,0.27059096762541895,1.796938407859891
169,0.6656027105138234,0.2708735771482261,1.7679578668133151
170,0.6572222494194421,0.24355887460643116,1.7388817816783195
171,0.7578702754882919,0.2324383761570997,1.6803821053718089
172,0.8336807441878322,0.2319505367374654,1.6513349419549357
173,0.8877970153229303,0.3034166475061635,1.6221933386695184
174,0.8282713190171386,0.33100684419392856,1.5913968824946192
175,0.7903047688145065,0.3106370616017997,1.526482000440085
176,0.9466789400924048,0.25698809781516485,1.4921852356211271
177,0.7928973983152938,0.30135906777061605,1.4740895780518706
